Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Comment[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[Age at Launch]	Unit	Term Source REF	Term Accession Number	Characteristics[Diet]	Term Source REF	Term Accession Number	Comment[Feeding Schedule]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Enrichment material]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Term Source REF	Term Accession Number	Factor Value[Dissection Condition]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Parameter Value[Carcass Preservation Method]	Unit	Term Source REF	Term Accession Number	Parameter Value[Carcass Weight]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[ALSDA Sample Name]	Comment[Launch Date]	Comment[Euthanasia Date]	Comment[Dissection Date]	Comment[ALSDA Source Name]	Comment[ALSDA Biospecimen Subject ID]	Comment[ALSDA Biospecimen ID]
ISS-T GC 1	Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Ground Control			~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	30.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-GC 1	12-Dec-17	03-Feb-2018 to 06-Feb-2018	22-May-18	5B05	621	5996
ISS-T GC 2	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Ground Control			~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	33.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-GC 2	12-Dec-17	03-Feb-2018 to 06-Feb-2018	22-May-18	7616	621	5996
ISS-T GC 3	Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Ground Control			~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	33.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-GC 3	12-Dec-17	03-Feb-2018 to 06-Feb-2018	22-May-18	2C22	621	5996
ISS-T GC 5	Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Ground Control			~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	29.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-GC 5	12-Dec-17	03-Feb-2018 to 06-Feb-2018	23-May-18	4511	621	5996
ISS-T GC 6	Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Ground Control			~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	28	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-GC 6	12-Dec-17	03-Feb-2018 to 06-Feb-2018	23-May-18	3E6E	621	5996
ISS-T Flight 5	Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	34.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 5	15-Dec-17	06-Feb-2018 to 09-Feb-2018	23-May-18	284D	620	6027
ISS-T Flight 8	Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	37.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 8	15-Dec-17	06-Feb-2018 to 09-Feb-2018	24-May-18	583B	620	6027
ISS-T Flight 9	Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	32.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 9	15-Dec-17	06-Feb-2018 to 09-Feb-2018	24-May-18	0B4C	620	6027
ISS-T Flight 10	Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	30.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 10	15-Dec-17	06-Feb-2018 to 09-Feb-2018	24-May-18	7300	620	6027
ISS-T Flight 7	Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	28.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 7	15-Dec-17	06-Feb-2018 to 09-Feb-2018	23-May-18	326F	620	6027
ISS-T Flight 1	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	38.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 1	15-Dec-17	06-Feb-2018 to 09-Feb-2018	22-May-18	7920	620	6027
ISS-T Flight 2	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	33.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 2	15-Dec-17	06-Feb-2018 to 09-Feb-2018	22-May-18	4C1B	620	6027
ISS-T Flight 3	Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	33.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 3	15-Dec-17	06-Feb-2018 to 09-Feb-2018	22-May-18	063F	620	6027
ISS-T Flight 4	Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	32.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 4	15-Dec-17	06-Feb-2018 to 09-Feb-2018	23-May-18	630C	620	6027
ISS-T Flight 6	Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6NTac	MEDO	http://www.ebi.ac.uk/efo/medo/MEDO_0000006	Taconic Biosciences	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	36	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum	liver	UBERON	http://purl.obolibrary.org/obo/UBERON_0002107	animal husbandry	Hut			Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			Carcass			sample collection	"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture"			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	36.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Liver FLT-ISS-T 6	15-Dec-17	06-Feb-2018 to 09-Feb-2018	23-May-18	3800	620	6027
